"No.","Time","Source","Destination","Protocol","Length","Info"
"2855","57.180155","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=93788 Ack=1455106 Win=65536 Len=66 TSval=1672542378 TSecr=1672542361"
"2857","57.211002","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=93854 Ack=1456130 Win=65536 Len=66 TSval=1672542409 TSecr=1672542393"
"2859","57.242495","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=93920 Ack=1457154 Win=65536 Len=66 TSval=1672542441 TSecr=1672542424"
"2861","57.273970","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=93986 Ack=1458178 Win=65536 Len=66 TSval=1672542472 TSecr=1672542456"
"2863","57.306968","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=94052 Ack=1459202 Win=65536 Len=66 TSval=1672542505 TSecr=1672542488"
"2865","57.339107","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=94118 Ack=1460226 Win=65536 Len=66 TSval=1672542537 TSecr=1672542520"
"2867","57.370684","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=94184 Ack=1461250 Win=65536 Len=66 TSval=1672542569 TSecr=1672542552"
"2869","57.402415","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=94250 Ack=1462274 Win=65536 Len=66 TSval=1672542601 TSecr=1672542584"
"2871","57.434569","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=94316 Ack=1463298 Win=65536 Len=66 TSval=1672542633 TSecr=1672542616"
"2873","57.467144","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=94382 Ack=1464322 Win=65536 Len=66 TSval=1672542665 TSecr=1672542648"
"2875","57.499192","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=94448 Ack=1465346 Win=65536 Len=66 TSval=1672542697 TSecr=1672542681"
"2877","57.530585","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=94514 Ack=1466370 Win=65536 Len=66 TSval=1672542729 TSecr=1672542712"
"2879","57.561751","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=94580 Ack=1467394 Win=65536 Len=66 TSval=1672542760 TSecr=1672542743"
"2881","57.594227","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=94646 Ack=1468418 Win=65536 Len=66 TSval=1672542792 TSecr=1672542775"
"2883","57.625576","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=94712 Ack=1469442 Win=65536 Len=66 TSval=1672542824 TSecr=1672542807"
"2885","57.656983","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=94778 Ack=1470466 Win=65536 Len=66 TSval=1672542855 TSecr=1672542839"
"2887","57.688765","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=94844 Ack=1471490 Win=65536 Len=66 TSval=1672542887 TSecr=1672542870"
"2889","57.721802","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=94910 Ack=1472514 Win=65536 Len=66 TSval=1672542920 TSecr=1672542903"
"2891","57.754819","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=94976 Ack=1473538 Win=65536 Len=66 TSval=1672542953 TSecr=1672542936"
"2893","57.786311","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=95042 Ack=1474562 Win=65536 Len=66 TSval=1672542984 TSecr=1672542968"
"2895","57.818343","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=95108 Ack=1475586 Win=65536 Len=66 TSval=1672543017 TSecr=1672543000"
"2897","57.850312","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=95174 Ack=1476610 Win=65536 Len=66 TSval=1672543048 TSecr=1672543032"
"2899","57.882747","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=95240 Ack=1477634 Win=65536 Len=66 TSval=1672543081 TSecr=1672543064"
"2901","57.915383","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=95306 Ack=1478658 Win=65536 Len=66 TSval=1672543114 TSecr=1672543096"
"2903","57.948006","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=95372 Ack=1479682 Win=65536 Len=66 TSval=1672543146 TSecr=1672543129"
"2905","57.979764","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=95438 Ack=1480706 Win=65536 Len=66 TSval=1672543178 TSecr=1672543161"
"2907","58.011591","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=95504 Ack=1481730 Win=65536 Len=66 TSval=1672543210 TSecr=1672543193"
"2909","58.044084","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=95570 Ack=1482754 Win=65536 Len=66 TSval=1672543242 TSecr=1672543225"
"2911","58.076366","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=95636 Ack=1483778 Win=65536 Len=66 TSval=1672543275 TSecr=1672543257"
"2913","58.108001","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=95702 Ack=1484802 Win=65536 Len=66 TSval=1672543306 TSecr=1672543289"
"2915","58.139765","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=95768 Ack=1485826 Win=65536 Len=66 TSval=1672543338 TSecr=1672543321"
"2917","58.174064","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=95834 Ack=1486850 Win=65536 Len=66 TSval=1672543372 TSecr=1672543353"
"2919","58.207282","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=95900 Ack=1487874 Win=65536 Len=66 TSval=1672543405 TSecr=1672543387"
"2921","58.238506","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=95966 Ack=1488898 Win=65536 Len=66 TSval=1672543437 TSecr=1672543420"
"2923","58.269948","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=96032 Ack=1489922 Win=65536 Len=66 TSval=1672543468 TSecr=1672543452"
"2925","58.302250","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=96098 Ack=1490946 Win=65536 Len=66 TSval=1672543500 TSecr=1672543483"
"2927","58.334829","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=96164 Ack=1491970 Win=65536 Len=66 TSval=1672543533 TSecr=1672543516"
"2929","58.366070","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=96230 Ack=1492994 Win=65536 Len=66 TSval=1672543564 TSecr=1672543548"
"2931","58.397620","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=96296 Ack=1494018 Win=65536 Len=66 TSval=1672543596 TSecr=1672543579"
"2933","58.430460","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=96362 Ack=1495042 Win=65536 Len=66 TSval=1672543629 TSecr=1672543611"
"2935","58.462388","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=96428 Ack=1496066 Win=65536 Len=66 TSval=1672543661 TSecr=1672543644"
"2937","58.494424","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=96494 Ack=1497090 Win=65536 Len=66 TSval=1672543693 TSecr=1672543676"
"2939","58.526324","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=96560 Ack=1498114 Win=65536 Len=66 TSval=1672543725 TSecr=1672543708"
"2941","58.557854","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=96626 Ack=1499138 Win=65536 Len=66 TSval=1672543756 TSecr=1672543739"
"2943","58.589856","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=96692 Ack=1500162 Win=65536 Len=66 TSval=1672543788 TSecr=1672543771"
"2945","58.622021","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=96758 Ack=1501186 Win=65536 Len=66 TSval=1672543820 TSecr=1672543803"
"2947","58.654455","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=96824 Ack=1502210 Win=65536 Len=66 TSval=1672543853 TSecr=1672543835"
"2949","58.686606","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=96890 Ack=1503234 Win=65536 Len=66 TSval=1672543885 TSecr=1672543868"
"2951","58.719230","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=96956 Ack=1504258 Win=65536 Len=66 TSval=1672543917 TSecr=1672543900"
"2953","58.752500","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=97022 Ack=1505282 Win=65536 Len=66 TSval=1672543951 TSecr=1672543934"
"2955","58.784190","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=97088 Ack=1506306 Win=65536 Len=66 TSval=1672543982 TSecr=1672543966"
"2957","58.816020","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=97154 Ack=1507330 Win=65536 Len=66 TSval=1672544014 TSecr=1672543997"
"2959","58.848656","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=97220 Ack=1508354 Win=65536 Len=66 TSval=1672544047 TSecr=1672544030"
"2961","58.879865","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=97286 Ack=1509378 Win=65536 Len=66 TSval=1672544078 TSecr=1672544062"
"2963","58.911701","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=97352 Ack=1510402 Win=65536 Len=66 TSval=1672544110 TSecr=1672544093"
"2965","58.944755","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=97418 Ack=1511426 Win=65536 Len=66 TSval=1672544143 TSecr=1672544126"
"2967","58.977609","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=97484 Ack=1512450 Win=65536 Len=66 TSval=1672544176 TSecr=1672544158"
"2969","59.010296","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=97550 Ack=1513474 Win=65536 Len=66 TSval=1672544208 TSecr=1672544192"
"2971","59.041911","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=97616 Ack=1514498 Win=65536 Len=66 TSval=1672544240 TSecr=1672544223"
"2973","59.073688","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=97682 Ack=1515522 Win=65536 Len=66 TSval=1672544272 TSecr=1672544255"
"2975","59.105450","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=97748 Ack=1516546 Win=65536 Len=66 TSval=1672544304 TSecr=1672544286"
"2977","59.137359","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=97814 Ack=1517570 Win=65536 Len=66 TSval=1672544336 TSecr=1672544318"
"2979","59.168770","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=97880 Ack=1518594 Win=65536 Len=66 TSval=1672544367 TSecr=1672544350"
"2981","59.200926","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=97946 Ack=1519618 Win=65536 Len=66 TSval=1672544399 TSecr=1672544382"
"2983","59.233528","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=98012 Ack=1520642 Win=65536 Len=66 TSval=1672544432 TSecr=1672544415"
"2985","59.265423","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=98078 Ack=1521666 Win=65536 Len=66 TSval=1672544464 TSecr=1672544447"
"2987","59.296995","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=98144 Ack=1522690 Win=65536 Len=66 TSval=1672544495 TSecr=1672544478"
"2989","59.329418","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=98210 Ack=1523714 Win=65536 Len=66 TSval=1672544528 TSecr=1672544510"
"2991","59.361702","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=98276 Ack=1524738 Win=65536 Len=66 TSval=1672544560 TSecr=1672544543"
"2993","59.393697","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=98342 Ack=1525762 Win=65536 Len=66 TSval=1672544592 TSecr=1672544574"
"2995","59.426496","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=98408 Ack=1526786 Win=65536 Len=66 TSval=1672544625 TSecr=1672544606"
"2997","59.459440","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=98474 Ack=1527810 Win=65536 Len=66 TSval=1672544658 TSecr=1672544639"
"2999","59.491065","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=98540 Ack=1528834 Win=65536 Len=66 TSval=1672544689 TSecr=1672544673"
"3001","59.522859","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=98606 Ack=1529858 Win=65536 Len=66 TSval=1672544721 TSecr=1672544705"
"3003","59.554378","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=98672 Ack=1530882 Win=65536 Len=66 TSval=1672544753 TSecr=1672544736"
"3005","59.585968","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=98738 Ack=1531906 Win=65536 Len=66 TSval=1672544784 TSecr=1672544767"
"3007","59.618196","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=98804 Ack=1532930 Win=65536 Len=66 TSval=1672544816 TSecr=1672544799"
"3009","59.651548","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=98870 Ack=1533954 Win=65536 Len=66 TSval=1672544850 TSecr=1672544832"
"3011","59.684267","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=98936 Ack=1534978 Win=65536 Len=66 TSval=1672544882 TSecr=1672544865"
"3013","59.717014","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=99002 Ack=1536002 Win=65536 Len=66 TSval=1672544915 TSecr=1672544898"
"3015","59.748852","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=99068 Ack=1537026 Win=65536 Len=66 TSval=1672544947 TSecr=1672544931"
"3017","59.780878","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=99134 Ack=1538050 Win=65536 Len=66 TSval=1672544979 TSecr=1672544962"
"3019","59.813868","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=99200 Ack=1539074 Win=65536 Len=66 TSval=1672545012 TSecr=1672544995"
"3021","59.845620","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=99266 Ack=1540098 Win=65536 Len=66 TSval=1672545044 TSecr=1672545027"
"3023","59.877284","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=99332 Ack=1541122 Win=65536 Len=66 TSval=1672545075 TSecr=1672545059"
"3025","59.909268","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=99398 Ack=1542146 Win=65536 Len=66 TSval=1672545107 TSecr=1672545091"
"3027","59.942254","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=99464 Ack=1543170 Win=65536 Len=66 TSval=1672545140 TSecr=1672545124"
"3029","59.975268","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=99530 Ack=1544194 Win=65536 Len=66 TSval=1672545173 TSecr=1672545156"
"3031","60.006040","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=99596 Ack=1545218 Win=65536 Len=66 TSval=1672545204 TSecr=1672545188"
"3033","60.037351","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=99662 Ack=1546242 Win=65536 Len=66 TSval=1672545236 TSecr=1672545219"
"3035","60.068777","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=99728 Ack=1547266 Win=65536 Len=66 TSval=1672545267 TSecr=1672545250"
"3037","60.100918","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=99794 Ack=1548290 Win=65536 Len=66 TSval=1672545299 TSecr=1672545283"
"3039","60.132950","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=99860 Ack=1549314 Win=65536 Len=66 TSval=1672545331 TSecr=1672545314"
"3041","60.164650","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=99926 Ack=1550338 Win=65536 Len=66 TSval=1672545363 TSecr=1672545346"
"3043","60.196286","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=99992 Ack=1551362 Win=65536 Len=66 TSval=1672545394 TSecr=1672545378"
"3045","60.227670","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=100058 Ack=1552386 Win=65536 Len=66 TSval=1672545426 TSecr=1672545409"
"3047","60.259444","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=100124 Ack=1553410 Win=65536 Len=66 TSval=1672545458 TSecr=1672545440"
"3049","60.290664","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=100190 Ack=1554434 Win=65536 Len=66 TSval=1672545489 TSecr=1672545472"
"3051","60.322061","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=100256 Ack=1555458 Win=65536 Len=66 TSval=1672545520 TSecr=1672545503"
"3053","60.353927","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=100322 Ack=1556482 Win=65536 Len=66 TSval=1672545552 TSecr=1672545535"
"3055","60.385984","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=100388 Ack=1557506 Win=65536 Len=66 TSval=1672545584 TSecr=1672545567"
"3057","60.419115","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=100454 Ack=1558530 Win=65536 Len=66 TSval=1672545617 TSecr=1672545600"
"3059","60.453681","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=100520 Ack=1559554 Win=65536 Len=66 TSval=1672545652 TSecr=1672545633"
"3061","60.486088","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=100586 Ack=1560578 Win=65536 Len=66 TSval=1672545684 TSecr=1672545667"
"3063","60.518090","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=100652 Ack=1561602 Win=65536 Len=66 TSval=1672545716 TSecr=1672545699"
"3065","60.550815","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=100718 Ack=1562626 Win=65536 Len=66 TSval=1672545749 TSecr=1672545731"
"3067","60.583763","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=100784 Ack=1563650 Win=65536 Len=66 TSval=1672545782 TSecr=1672545765"
"3069","60.615979","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=100850 Ack=1564674 Win=65536 Len=66 TSval=1672545814 TSecr=1672545797"
"3071","60.647640","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=100916 Ack=1565698 Win=65536 Len=66 TSval=1672545846 TSecr=1672545829"
"3073","60.680672","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=100982 Ack=1566722 Win=65536 Len=66 TSval=1672545879 TSecr=1672545862"
"3075","60.712486","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=101048 Ack=1567746 Win=65536 Len=66 TSval=1672545911 TSecr=1672545894"
"3077","60.744101","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=101114 Ack=1568770 Win=65536 Len=66 TSval=1672545942 TSecr=1672545926"
"3079","60.775546","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=101180 Ack=1569794 Win=65536 Len=66 TSval=1672545974 TSecr=1672545958"
"3081","60.807745","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=101246 Ack=1570818 Win=65536 Len=66 TSval=1672546006 TSecr=1672545989"
"3083","60.839792","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=101312 Ack=1571842 Win=65536 Len=66 TSval=1672546038 TSecr=1672546021"
"3085","60.871681","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=101378 Ack=1572866 Win=65536 Len=66 TSval=1672546070 TSecr=1672546053"
"3087","60.902889","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=101444 Ack=1573890 Win=65536 Len=66 TSval=1672546101 TSecr=1672546084"
"3089","60.934914","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=101510 Ack=1574914 Win=65536 Len=66 TSval=1672546133 TSecr=1672546116"
"3091","60.967115","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=101576 Ack=1575938 Win=65536 Len=66 TSval=1672546165 TSecr=1672546149"
"3093","60.998918","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=101642 Ack=1576962 Win=65536 Len=66 TSval=1672546197 TSecr=1672546180"
"3095","61.030485","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=101708 Ack=1577986 Win=65536 Len=66 TSval=1672546229 TSecr=1672546212"
"3097","61.062553","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=101774 Ack=1579010 Win=65536 Len=66 TSval=1672546261 TSecr=1672546244"
"3099","61.094496","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=101840 Ack=1580034 Win=65536 Len=66 TSval=1672546293 TSecr=1672546276"
"3101","61.126910","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=101906 Ack=1581058 Win=65536 Len=66 TSval=1672546325 TSecr=1672546308"
"3103","61.158881","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=101972 Ack=1582082 Win=65536 Len=66 TSval=1672546357 TSecr=1672546340"
"3105","61.193285","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=102038 Ack=1583106 Win=65536 Len=66 TSval=1672546391 TSecr=1672546374"
"3107","61.227015","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=102104 Ack=1584130 Win=65536 Len=66 TSval=1672546425 TSecr=1672546408"
"3109","61.260088","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=102170 Ack=1585154 Win=65536 Len=66 TSval=1672546458 TSecr=1672546441"
"3111","61.292634","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=102236 Ack=1586178 Win=65536 Len=66 TSval=1672546491 TSecr=1672546473"
"3113","61.323897","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=102302 Ack=1587202 Win=65536 Len=66 TSval=1672546522 TSecr=1672546505"
"3115","61.355323","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=102368 Ack=1588226 Win=65536 Len=66 TSval=1672546554 TSecr=1672546537"
"3117","61.387430","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=102434 Ack=1589250 Win=65536 Len=66 TSval=1672546586 TSecr=1672546568"
"3119","61.419663","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=102500 Ack=1590274 Win=65536 Len=66 TSval=1672546618 TSecr=1672546600"
"3121","61.452075","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=102566 Ack=1591298 Win=65536 Len=66 TSval=1672546650 TSecr=1672546633"
"3123","61.484967","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=102632 Ack=1592322 Win=65536 Len=66 TSval=1672546683 TSecr=1672546666"
"3125","61.516602","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=102698 Ack=1593346 Win=65536 Len=66 TSval=1672546715 TSecr=1672546698"
"3127","61.547837","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=102764 Ack=1594370 Win=65536 Len=66 TSval=1672546746 TSecr=1672546729"
"3129","61.579006","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=102830 Ack=1595394 Win=65536 Len=66 TSval=1672546777 TSecr=1672546760"
"3131","61.611137","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=102896 Ack=1596418 Win=65536 Len=66 TSval=1672546809 TSecr=1672546792"
"3133","61.643334","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=102962 Ack=1597442 Win=65536 Len=66 TSval=1672546842 TSecr=1672546824"
"3135","61.675838","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=103028 Ack=1598466 Win=65536 Len=66 TSval=1672546874 TSecr=1672546856"
"3137","61.708266","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=103094 Ack=1599490 Win=65536 Len=66 TSval=1672546906 TSecr=1672546889"
"3139","61.740302","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=103160 Ack=1600514 Win=65536 Len=66 TSval=1672546938 TSecr=1672546921"
"3141","61.772144","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=103226 Ack=1601538 Win=65536 Len=66 TSval=1672546970 TSecr=1672546954"
"3143","61.803863","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=103292 Ack=1602562 Win=65536 Len=66 TSval=1672547002 TSecr=1672546985"
"3145","61.835139","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=103358 Ack=1603586 Win=65536 Len=66 TSval=1672547033 TSecr=1672547017"
"3147","61.866520","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=103424 Ack=1604610 Win=65536 Len=66 TSval=1672547065 TSecr=1672547048"
"3149","61.898271","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=103490 Ack=1605634 Win=65536 Len=66 TSval=1672547096 TSecr=1672547080"
